,KM [mM],RIDS,MIDS
1988,0.026579633,LSERDHr,nadp_c
1989,0.3805066,LSERDHr,2amsa_c
1990,2.220971,LSERDHr,h_c
1991,3.0620751,ECOAH6,h2o_c
1992,0.056465603,ECOAH6,3htdcoa_c
1993,0.04093841,ECOAH6,td2coa_c
1994,0.63603127,PGPP180,h2o_c
1995,0.3156326,PGPP180,pi_c
1996,0.013818066,FACOAE120,coa_c
1997,1.0371579,FACOAE120,h2o_c
1998,0.012687148,FACOAE120,ddcacoa_c
1999,1.0262764,FACOAE120,h_c
2000,2.0551934,GLUR,glu__L_c
2001,1.655715,GLUR,glu__D_c
2002,0.96465683,2MAHMP,h2o_c
2003,0.037723728,2MAHMP,2mahmp_c
2004,0.45434228,2MAHMP,pi_c
2005,0.9764221,2MAHMP,h_c
2006,1.4720187,PLIPA1E180pp,h_p
2007,0.07651522,PLIPA1E180pp,ocdca_p
2008,0.08161948,PLIPA1E180pp,pe180_p
2009,1.4922705,PLIPA1E180pp,h2o_p
2010,0.07444325,PLIPA1E180pp,2agpe180_p
2011,0.07207154,2AGPGAT161,atp_c
2012,0.088175565,2AGPGAT161,amp_c
2013,0.12525271,2AGPGAT161,ppi_c
2014,0.08593817,ADSL1r,amp_c
2015,0.07834588,ADSL1r,dcamp_c
2016,0.19656722,ADSL1r,fum_c
2017,0.012754363,UAPGR,nadph_c
2018,0.057451632,UAPGR,uamr_c
2019,0.024923345,UAPGR,nadp_c
2020,0.6391129,UAPGR,h_c
2021,0.017894076,UAPGR,uaccg_c
2022,0.19226153,LPLIPAL1A160pp,h_p
2023,0.15861045,LPLIPAL1A160pp,h2o_p
2024,0.24858019,LPLIPAL1A160pp,glyc3p_p
2025,0.046914227,LPLIPAL1A160pp,hdca_p
2026,1.7877163,L_LACD2,lac__L_c
2027,0.014236263,L_LACD2,q8_c
2028,0.018111443,L_LACD2,q8h2_c
2029,0.9831357,L_LACD2,pyr_c
2030,1.2207419,DHORTS,h2o_c
2031,0.12287463,DHORTS,cbasp_c
2032,0.26638657,DHORTS,dhor__S_c
2033,1.3124728,DHORTS,h_c
2034,0.35434866,BETALDHy,h2o_c
2035,0.2504857,BETALDHy,betald_c
2036,0.03627259,BETALDHy,nadph_c
2037,0.055606604,BETALDHy,nadp_c
2038,0.2548187,BETALDHy,glyb_c
2039,0.22691382,BETALDHy,h_c
2040,0.7818069,ASPO6,h2o2_c
2041,0.13746993,ASPO6,o2_c
2042,0.29504368,ASPO6,iasp_c
2043,0.57306755,ASPO6,h_c
2044,0.6832059,ASPO6,asp__L_c
2045,1.4207124,NTD8,h2o_c
2046,0.040367503,NTD8,dgmp_c
2047,0.034326527,NTD8,dgsn_c
2048,0.47468966,NTD8,pi_c
2049,0.19226153,LPLIPAL1G120pp,h_p
2050,0.13963133,LPLIPAL1G120pp,g3pg_p
2051,0.15861045,LPLIPAL1G120pp,h2o_p
2052,1.349467,GALCTND,h2o_c
2053,0.33605742,GALCTND,2dh3dgal_c
2054,0.6963293,GALCTND,galctn__D_c
2055,3.3429544,DHAD2,h2o_c
2056,0.46524736,DHAD2,3mop_c
2057,0.8757121,DHAD2,23dhmp_c
2058,0.16484438,DAGK181,adp_c
2059,0.17512988,DAGK181,atp_c
2060,1.3713927,DAGK181,h_c
2061,0.06412908,ALPATG160pp,pg160_p
2062,0.34653643,AGM4PApp,h2o_p
2063,2.2631376,ASR,h2o_c
2064,0.5119216,ASR,gthrd_c
2065,2.9050415,ASR,aso4_c
2066,2.6611626,ASR,aso3_c
2067,1.3768373,SGSAD,h2o_c
2068,0.13260141,SGSAD,nad_c
2069,1.6159259,SGSAD,h_c
2070,0.09754695,SGSAD,nadh_c
2071,0.08660561,NI2uabcpp,adp_c
2072,0.07074145,NI2uabcpp,atp_c
2073,0.4661532,NI2uabcpp,h2o_c
2074,0.46859366,NI2uabcpp,ni2_c
2075,0.46859366,NI2uabcpp,ni2_p
2076,0.3589248,NI2uabcpp,pi_c
2077,0.46200454,NI2uabcpp,h_c
2078,1.7877163,L_LACD3,lac__L_c
2079,0.013432169,L_LACD3,mql8_c
2080,0.015677795,L_LACD3,mqn8_c
2081,0.9831357,L_LACD3,pyr_c
2082,0.22998519,CHTBSptspp,pep_c
2083,0.34424442,CHTBSptspp,pyr_c
2084,0.26946843,CHTBSptspp,chtbs6p_c
2085,0.41103584,CHTBSptspp,pep_c
2086,1.5066444,CHTBSptspp,pyr_c
2087,0.2621906,CHTBSptspp,chtbs6p_c
2088,0.18354517,CHTBSptspp,pep_c
2089,0.784876,CHTBSptspp,pyr_c
2090,0.28102633,CHTBSptspp,chtbs6p_c
2091,0.21878618,CHTBSptspp,pep_c
2092,0.7148724,CHTBSptspp,pyr_c
2093,0.18901516,CHTBSptspp,chtbs6p_c
2094,0.04332277,GMHEPAT,atp_c
2095,0.1410793,GMHEPAT,gmhep1p_c
2096,0.12620877,GMHEPAT,adphep_DD_c
2097,0.40980724,GMHEPAT,ppi_c
2098,0.45128128,GMHEPAT,h_c
2099,0.7779894,ALLULPE,f6p_c
2100,0.26696458,ALLULPE,allul6p_c
2101,0.9873749,MLDCP1Bpp,h2o_p
2102,1.0373381,MLDCP1Bpp,ala__D_p
2103,0.96514755,MLDCP1Bpp,h2o_p
2104,0.6496644,MLDCP1Bpp,ala__D_p
2105,1.1579163,MLDCP1Bpp,h2o_p
2106,0.8368449,MLDCP1Bpp,ala__D_p
2107,0.55682397,MLDCP1Bpp,h2o_p
2108,0.6819262,MLDCP1Bpp,ala__D_p
2109,0.64631855,MLDCP1Bpp,h2o_p
2110,1.130875,MLDCP1Bpp,ala__D_p
2111,0.043544106,KARA2,nadph_c
2112,1.4772242,KARA2,23dhmp_c
2113,1.0999528,KARA2,2ahbut_c
2114,0.07352478,KARA2,nadp_c
2115,4.059542,KARA2,h_c
2116,0.395858,3HAD121,h2o_c
2117,1.2334889,3HAD121,h2o_c
2118,0.10520454,LIPAHT2ex,hdca_e
2119,1.3322589,LIPAHT2ex,h_e
2120,1.3498279,LIPAHT2ex,h2o_e
2121,0.10228287,ACKr,adp_c
2122,0.07948076,ACKr,atp_c
2123,9.576742,ACKr,ac_c
2124,0.17680117,ACKr,actp_c
2125,0.16217984,ACKr,adp_c
2126,0.112948716,ACKr,atp_c
2127,26.454985,ACKr,ac_c
2128,0.33074343,ACKr,actp_c
2129,0.10368771,ASNS2,atp_c
2130,0.6384515,ASNS2,asp__L_c
2131,0.18027155,ASNS2,amp_c
2132,0.7605642,ASNS2,nh4_c
2133,0.36159813,ASNS2,ppi_c
2134,0.49272412,ASNS2,h_c
2135,0.5125673,ASNS2,asn__L_c
2136,0.46470413,DMPPS,h2o_c
2137,0.06597959,DMPPS,nad_c
2138,0.12054598,DMPPS,dmpp_c
2139,0.02742962,DMPPS,h2mb4p_c
2140,0.36380288,DMPPS,h_c
2141,0.030491458,DMPPS,nadh_c
2142,1.0933276,NTPP9,h2o_c
2143,0.040195912,NTPP9,imp_c
2144,0.3701658,NTPP9,ppi_c
2145,0.06361596,NTPP9,itp_c
2146,1.1971525,NTPP9,h_c
2147,0.57206815,GLCDpp,h_p
2148,0.4544109,GLCDpp,glcn_p
2149,0.023204716,GLCDpp,q8_c
2150,0.52714056,GLCDpp,h2o_p
2151,1.6784488,GLCDpp,glc__D_p
2152,0.040000536,GLCDpp,q8h2_c
2153,0.7750262,GLCDpp,h_p
2154,0.3461311,GLCDpp,glcn_p
2155,0.044788294,GLCDpp,q8_c
2156,0.8562091,GLCDpp,h2o_p
2157,0.9428928,GLCDpp,glc__D_p
2158,0.067925364,GLCDpp,q8h2_c
2159,0.6016156,AGM3PA,h2o_c
2160,0.02787972,EAR60y,nadph_c
2161,0.03933085,EAR60y,nadp_c
2162,2.8962915,EAR60y,h_c
2163,0.8854371,LALGP,glu__L_c
2164,0.5796825,LALGP,h2o_c
2165,1.4832354,LALGP,ala__L_c
2166,0.5683993,LALGP,LalaLglu_c
2167,0.29517102,TYRPpp,pi_p
2168,0.35955778,TYRPpp,tyr__L_p
2169,0.8963159,TYRPpp,h2o_p
2170,0.041707642,OXDHCOAT,coa_c
2171,0.06318082,OXDHCOAT,accoa_c
2172,0.05133386,OXDHCOAT,23dhacoa_c
2173,0.63603127,PGPP120,h2o_c
2174,0.3156326,PGPP120,pi_c
2175,0.3156326,PAPA160pp,pi_p
2176,0.63603127,PAPA160pp,h2o_p
2177,0.07125118,PAPA160pp,pa160_p
2178,0.04819164,HACD3,3oocoa_c
2179,0.097988784,HACD3,nad_c
2180,0.049961362,HACD3,3hocoa_c
2181,4.2309384,HACD3,h_c
2182,0.053577058,HACD3,nadh_c
2183,1.4720187,PLIPA2G180pp,h_p
2184,0.07651522,PLIPA2G180pp,ocdca_p
2185,0.066407025,PLIPA2G180pp,1agpg180_p
2186,1.4922705,PLIPA2G180pp,h2o_p
2187,0.13540778,ARBTptspp,arbt_p
2188,0.28561056,ARBTptspp,pep_c
2189,0.075192116,ARBTptspp,arbt6p_c
2190,0.93144184,ARBTptspp,pyr_c
2191,0.13576904,ARBTptspp,arbt_p
2192,0.22998519,ARBTptspp,pep_c
2193,0.12544711,ARBTptspp,arbt6p_c
2194,0.34424442,ARBTptspp,pyr_c
2195,0.12378022,ARBTptspp,arbt_p
2196,0.41103584,ARBTptspp,pep_c
2197,0.06620162,ARBTptspp,arbt6p_c
2198,1.5066444,ARBTptspp,pyr_c
2199,0.2127626,ARBTptspp,arbt_p
2200,0.20194556,ARBTptspp,pep_c
2201,0.105585225,ARBTptspp,arbt6p_c
2202,0.8074833,ARBTptspp,pyr_c
2203,1.2665827,NTD2,h2o_c
2204,0.7879869,NTD2,ump_c
2205,0.49223658,NTD2,pi_c
2206,0.33032197,NTD2,uri_c
2207,0.80840945,NTD2,h2o_c
2208,0.56663096,NTD2,ump_c
2209,0.55767035,NTD2,pi_c
2210,0.48346427,NTD2,uri_c
2211,0.31201592,CPMPS,h2o_c
2212,0.006068759,CPMPS,cpmp_c
2213,0.06030983,CPMPS,ppi_c
2214,0.03304115,CPMPS,gtp_c
2215,0.19226153,LPLIPAL1E120pp,h_p
2216,0.15861045,LPLIPAL1E120pp,h2o_p
2217,0.22945446,LPLIPAL1E120pp,g3pe_p
2218,0.024584755,LPLIPAL1E120pp,1agpe120_p
2219,0.031422976,FACOAE80,octa_c
2220,1.0371579,FACOAE80,h2o_c
2221,0.013818066,FACOAE80,coa_c
2222,0.014800424,FACOAE80,occoa_c
2223,1.0262764,FACOAE80,h_c
2224,0.029122354,ACOAD8f,fadh2_c
2225,0.021691997,ACOAD8f,od2coa_c
2226,0.022565331,ACOAD8f,stcoa_c
2227,0.05128899,ACOAD8f,fad_c
2228,0.014721233,GND,nadph_c
2229,0.12471542,GND,ru5p__D_c
2230,0.4683392,GND,co2_c
2231,0.028279388,GND,nadp_c
2232,0.11513806,GND,6pgc_c
2233,0.13971,KAS14,co2_c
2234,0.25239566,KAS14,h_c
2235,0.5848023,KAS14,co2_c
2236,1.7360464,KAS14,h_c
2237,0.5796825,AMPTASEPG,h2o_c
2238,1.0965929,AMPTASEPG,gly_c
2239,0.3698821,AMPTASEPG,pro__L_c
2240,0.280399,AMPTASEPG,progly_c
2241,0.53500986,AMPTASEPG,h2o_c
2242,0.84159493,AMPTASEPG,gly_c
2243,0.42431793,AMPTASEPG,pro__L_c
2244,0.21838942,AMPTASEPG,progly_c
2245,0.5107725,AMPTASEPG,h2o_c
2246,0.43225253,AMPTASEPG,gly_c
2247,0.17006622,AMPTASEPG,pro__L_c
2248,0.10088039,AMPTASEPG,progly_c
2249,0.38191682,AMPTASEPG,h2o_c
2250,0.3884817,AMPTASEPG,gly_c
2251,0.30396903,AMPTASEPG,pro__L_c
2252,0.1199165,AMPTASEPG,progly_c
2253,0.030535638,3OAR140,nadph_c
2254,0.043614704,3OAR140,nadp_c
2255,1.9801781,3OAR140,h_c
2256,0.5796825,AMPTASECG,h2o_c
2257,0.25634286,AMPTASECG,cys__L_c
2258,1.0965929,AMPTASECG,gly_c
2259,0.40800047,AMPTASECG,cgly_c
2260,0.53500986,AMPTASECG,h2o_c
2261,0.40911397,AMPTASECG,cys__L_c
2262,0.84159493,AMPTASECG,gly_c
2263,0.4089315,AMPTASECG,cgly_c
2264,0.5107725,AMPTASECG,h2o_c
2265,0.11800998,AMPTASECG,cys__L_c
2266,0.43225253,AMPTASECG,gly_c
2267,0.14945062,AMPTASECG,cgly_c
2268,0.38191682,AMPTASECG,h2o_c
2269,0.20842531,AMPTASECG,cys__L_c
2270,0.3884817,AMPTASECG,gly_c
2271,0.12780727,AMPTASECG,cgly_c
2272,0.007849791,GOFUCR,nadph_c
2273,0.032613475,GOFUCR,gdpfuc_c
2274,0.014171192,GOFUCR,nadp_c
2275,0.70595884,GOFUCR,h_c
2276,0.36924455,HISTD,histd_c
2277,1.9138293,HISTD,h2o_c
2278,0.1971359,HISTD,nad_c
2279,0.29110056,HISTD,his__L_c
2280,1.2833198,HISTD,h_c
2281,0.102295145,HISTD,nadh_c
2282,1.4720187,PLIPA1E140pp,h_p
2283,1.4922705,PLIPA1E140pp,h2o_p
2284,0.078885205,PLIPA1E140pp,2agpe140_p
2285,0.16484438,DAGK140,adp_c
2286,0.097515225,DAGK140,pa140_c
2287,0.17512988,DAGK140,atp_c
2288,1.3713927,DAGK140,h_c
2289,0.24880788,ADSS,asp__L_c
2290,0.03889498,ADSS,dcamp_c
2291,0.062087122,ADSS,gdp_c
2292,0.04235734,ADSS,imp_c
2293,0.34023508,ADSS,pi_c
2294,0.053445965,ADSS,gtp_c
2295,1.6170129,ADSS,h_c
2296,0.05657296,LGTHL,gthrd_c
2297,0.1017244,LGTHL,mthgxl_c
2298,1.7868463,TRE6PP,h2o_c
2299,1.0982431,TRE6PP,tre6p_c
2300,0.9655724,TRE6PP,pi_c
2301,2.6512737,TRE6PP,tre_c
2302,0.13971,3OAS121,co2_c
2303,0.25239566,3OAS121,h_c
2304,1.5222949,PPBNGS,h2o_c
2305,0.06035234,PPBNGS,ppbng_c
2306,1.7082088,PPBNGS,h_c
2307,0.4398514,PPBNGS,5aop_c
2308,0.19226153,LPLIPAL1G141pp,h_p
2309,0.13963133,LPLIPAL1G141pp,g3pg_p
2310,0.15861045,LPLIPAL1G141pp,h2o_p
2311,0.052872185,SUCOAS,adp_c
2312,0.05365637,SUCOAS,atp_c
2313,0.23109294,SUCOAS,succ_c
2314,0.117480405,SUCOAS,coa_c
2315,0.12296144,SUCOAS,succoa_c
2316,0.5569973,SUCOAS,pi_c
2317,0.6448712,UDCPDPpp,h_p
2318,0.3156326,UDCPDPpp,pi_p
2319,0.07244831,UDCPDPpp,udcpdp_p
2320,0.63603127,UDCPDPpp,h2o_p
2321,0.07392709,UDCPDPpp,udcpp_p
2322,1.9925832,AM4PCP,h2o_c
2323,1.2722074,AM4PCP,ala__D_c
2324,0.010774524,CLPNS140pp,pg140_p
2325,0.4549041,CLPNS140pp,glyc_p
2326,0.010119144,CLPNS140pp,pg140_p
2327,0.3814218,CLPNS140pp,glyc_p
2328,0.027288323,ACACT4r,coa_c
2329,0.03800664,ACACT4r,3odcoa_c
2330,0.04231188,ACACT4r,accoa_c
2331,0.040827528,ACACT4r,occoa_c
2332,0.036492914,ACACT4r,coa_c
2333,0.041685954,ACACT4r,3odcoa_c
2334,0.0464266,ACACT4r,accoa_c
2335,0.045216437,ACACT4r,occoa_c
2336,1.4720187,PLIPA2A161pp,h_p
2337,1.4922705,PLIPA2A161pp,h2o_p
2338,0.08588968,ABUTD,4abutn_c
2339,0.058610614,ABUTD,nad_c
2340,0.2155937,ABUTD,h2o_c
2341,0.064120755,ABUTD,4abut_c
2342,0.14886776,ABUTD,h_c
2343,0.037383605,ABUTD,nadh_c
2344,1.2408925,AGMH,h2o_c
2345,0.37107015,AGMH,acgam_c
2346,0.4549041,CLPNS180pp,glyc_p
2347,0.3814218,CLPNS180pp,glyc_p
2348,0.13255644,PGAMT,gam1p_c
2349,0.1420397,PGAMT,gam6p_c
2350,1.1612382,HSST,hom__L_c
2351,0.059180763,HSST,coa_c
2352,0.057813585,HSST,succoa_c
2353,0.04468159,CU1abcpp,adp_c
2354,0.0410369,CU1abcpp,atp_c
2355,0.39651853,CU1abcpp,h2o_c
2356,0.3667505,CU1abcpp,cu_p
2357,0.3667505,CU1abcpp,cu_c
2358,0.2371348,CU1abcpp,pi_c
2359,0.3716398,CU1abcpp,h_c
2360,0.030961642,PSD160,ps160_c
2361,1.4346455,PSD160,co2_c
2362,0.036114495,PSD160,pe160_c
2363,1.3091363,PSD160,h_c
2364,0.29517102,NTD7pp,pi_p
2365,0.07826704,NTD7pp,adn_p
2366,0.100175776,NTD7pp,amp_p
2367,0.8963159,NTD7pp,h2o_p
2368,0.2225369,NTD7pp,pi_p
2369,0.05629988,NTD7pp,adn_p
2370,0.049815275,NTD7pp,amp_p
2371,0.1396916,NTD7pp,h2o_p
2372,0.02787972,EAR121y,nadph_c
2373,0.03933085,EAR121y,nadp_c
2374,2.8962915,EAR121y,h_c
2375,2.3246095,CYSSADS,ala__L_c
2376,0.7668465,CYSSADS,so2_c
2377,1.529976,CYSSADS,h_c
2378,1.6118367,CYSSADS,3sala_c
2379,1.2510206,CYSSADS,ala__L_c
2380,0.4087617,CYSSADS,so2_c
2381,1.2133735,CYSSADS,h_c
2382,1.3241893,CYSSADS,3sala_c
2383,0.07207154,AACPS7,atp_c
2384,0.088175565,AACPS7,amp_c
2385,0.12525271,AACPS7,ppi_c
2386,0.091307774,UHGADA,u3hga_c
2387,0.6076557,UHGADA,h2o_c
2388,1.4019089,UHGADA,ac_c
2389,0.073322915,UHGADA,u3aga_c
2390,0.63603127,UDCPDP,h2o_c
2391,0.07392709,UDCPDP,udcpp_c
2392,0.07244831,UDCPDP,udcpdp_c
2393,0.3156326,UDCPDP,pi_c
2394,0.6448712,UDCPDP,h_c
2395,0.036774237,NDPK3,adp_c
2396,0.028196003,NDPK3,atp_c
2397,0.24118796,NDPK3,ctp_c
2398,0.23609915,NDPK3,cdp_c
2399,0.3156326,PAPA141pp,pi_p
2400,0.63603127,PAPA141pp,h2o_p
2401,2.0743055,GMAND,h2o_c
2402,0.085054144,GMAND,gdpddman_c
2403,0.08917828,GMAND,gdpmann_c
2404,1.4720187,PLIPA1E161pp,h_p
2405,1.4922705,PLIPA1E161pp,h2o_p
2406,2.9074535,PNSPA,h2o_c
2407,0.3711805,PNSPA,gmp_c
2408,0.4173151,DAPE,26dap__M_c
2409,0.38312298,DAPE,26dap_LL_c
2410,1.4720187,PLIPA2A140pp,h_p
2411,0.073489934,PLIPA2A140pp,1tdecg3p_p
2412,1.4922705,PLIPA2A140pp,h2o_p
2413,0.075475015,PLIPA2A140pp,pa140_p
2414,1.4346455,PSD181,co2_c
2415,1.3091363,PSD181,h_c
2416,0.9792547,F6PA,f6p_c
2417,0.4019349,F6PA,g3p_c
2418,1.6607867,F6PA,dha_c
2419,1.218854,F6PA,f6p_c
2420,0.46230343,F6PA,g3p_c
2421,1.9872758,F6PA,dha_c
2422,0.021416832,ACBIPGT,adocbip_c
2423,0.18155727,ACBIPGT,ppi_c
2424,0.019491317,ACBIPGT,agdpcbi_c
2425,1.1702336,ACBIPGT,h_c
2426,0.12267591,ACBIPGT,gtp_c
2427,3.0620751,ECOAH3,h2o_c
2428,0.047270466,ECOAH3,oc2coa_c
2429,0.049961362,ECOAH3,3hocoa_c
2430,0.072680876,PFK_3,adp_c
2431,0.061641134,PFK_3,atp_c
2432,0.21062864,PFK_3,s7p_c
2433,4.7419195,PFK_3,h_c
2434,0.21376595,PFK_3,s17bp_c
2435,0.05769274,EAR180x,nad_c
2436,2.8962915,EAR180x,h_c
2437,0.053822614,EAR180x,nadh_c
2438,0.035502058,SUCDi,succ_c
2439,0.035924725,SUCDi,fum_c
2440,0.005337019,SUCDi,q8_c
2441,0.007310477,SUCDi,q8h2_c
2442,0.13971,3OAS160,co2_c
2443,0.25239566,3OAS160,h_c
2444,0.5848023,3OAS160,co2_c
2445,1.7360464,3OAS160,h_c
2446,0.77472746,PEAMNOpp,nh4_p
2447,0.012410321,PEAMNOpp,o2_p
2448,0.37443212,PEAMNOpp,h2o_p
2449,0.008265143,PEAMNOpp,pacald_p
2450,1.2121361,PEAMNOpp,h2o2_p
2451,0.029413147,PEAMNOpp,peamn_p
2452,0.097988784,HACD8,nad_c
2453,0.029539796,HACD8,3ohodcoa_c
2454,0.030523026,HACD8,3hodcoa_c
2455,4.2309384,HACD8,h_c
2456,0.053577058,HACD8,nadh_c
2457,0.10228287,PPAKr,adp_c
2458,0.07948076,PPAKr,atp_c
2459,0.22589241,PPAKr,ppap_c
2460,1.452741,TREHpp,tre_p
2461,0.70598865,TREHpp,h2o_p
2462,2.8878179,TREHpp,glc__D_p
2463,1.5581608,HKNTDH,h2o_c
2464,0.12698391,HKNTDH,hkntd_c
2465,0.6487992,HKNTDH,fum_c
2466,1.7220796,HKNTDH,h_c
2467,0.70910937,HKNTDH,op4en_c
2468,0.07207154,2AGPEAT180,atp_c
2469,0.013016986,2AGPEAT180,pe180_c
2470,0.013097333,2AGPEAT180,2agpe180_c
2471,0.088175565,2AGPEAT180,amp_c
2472,0.024077808,2AGPEAT180,ocdca_c
2473,0.12525271,2AGPEAT180,ppi_c
2474,0.42346376,UAGDP,utp_c
2475,0.33392918,UAGDP,ppi_c
2476,0.34833068,UAGDP,uacgam_c
2477,0.4658645,UAGDP,h_c
2478,1.4720187,PLIPA2G161pp,h_p
2479,1.4922705,PLIPA2G161pp,h2o_p
2480,0.02805177,CTECOAI8,od2coa_c
2481,0.097988784,HACD1,nad_c
2482,0.043856498,HACD1,3hbcoa_c
2483,0.048645437,HACD1,aacoa_c
2484,4.2309384,HACD1,h_c
2485,0.053577058,HACD1,nadh_c
2486,0.2658061,2DOXG6PP,h2o_c
2487,0.5420671,2DOXG6PP,2dglc_c
2488,0.1651538,2DOXG6PP,2doxg6p_c
2489,0.24191956,2DOXG6PP,pi_c
2490,0.6095539,2DOXG6PP,h2o_c
2491,0.96375376,2DOXG6PP,2dglc_c
2492,0.21197312,2DOXG6PP,2doxg6p_c
2493,0.2856184,2DOXG6PP,pi_c
2494,1.7803493,2DOXG6PP,h2o_c
2495,2.3276844,2DOXG6PP,2dglc_c
2496,0.5467031,2DOXG6PP,2doxg6p_c
2497,0.6227352,2DOXG6PP,pi_c
2498,0.96465683,2DOXG6PP,h2o_c
2499,1.5339721,2DOXG6PP,2dglc_c
2500,0.4691412,2DOXG6PP,2doxg6p_c
2501,0.45434228,2DOXG6PP,pi_c
2502,0.6490439,SADH,h2o_c
2503,0.90429825,SADH,nh4_c
2504,0.18257722,SADH,sucarg_c
2505,0.9379549,SADH,co2_c
2506,0.6397866,SADH,h_c
2507,0.04247647,HEPK1,adp_c
2508,0.03616902,HEPK1,atp_c
2509,0.009062444,HEPK1,hhlipa_c
2510,0.180426,HEPK1,h_c
2511,0.29517102,NTD12pp,pi_p
2512,0.08584728,NTD12pp,din_p
2513,0.09091653,NTD12pp,dimp_p
2514,0.8963159,NTD12pp,h2o_p
2515,1.4720187,PLIPA1G160pp,h_p
2516,0.06611723,PLIPA1G160pp,pg160_p
2517,1.4922705,PLIPA1G160pp,h2o_p
2518,0.07685082,PLIPA1G160pp,hdca_p
2519,0.056570273,ICHORS_copy1,ichor_c
2520,0.017599037,ICHORS_copy1,chor_c
2521,0.6252823,5DKGR,glcn_c
2522,0.03602594,5DKGR,nad_c
2523,0.12540503,5DKGR,5dglcn_c
2524,1.6650007,5DKGR,h_c
2525,0.015152999,5DKGR,nadh_c
2526,1.9687747,5DKGR,glcn_c
2527,0.055575687,5DKGR,nad_c
2528,0.23898411,5DKGR,5dglcn_c
2529,2.2453916,5DKGR,h_c
2530,0.025648115,5DKGR,nadh_c
2531,1.4018024,2DGULRy,idon__L_c
2532,0.029064225,2DGULRy,nadph_c
2533,0.044066194,2DGULRy,nadp_c
2534,1.0857453,2DGULRy,h_c
2535,0.706243,APH181,h2o_c
2536,0.12304119,APH181,ocdcea_c
2537,0.6592721,APH181,pi_c
2538,0.83807296,APH181,h_c
2539,0.017899293,SPMDAT2,coa_c
2540,0.18916288,SPMDAT2,n8aspmd_c
2541,0.031401835,SPMDAT2,accoa_c
2542,0.28252146,SPMDAT2,spmd_c
2543,1.1517092,SPMDAT2,h_c
2544,0.5730704,GLUSy,glu__L_c
2545,0.01882254,GLUSy,nadph_c
2546,0.44669455,GLUSy,gln__L_c
2547,0.1675097,GLUSy,akg_c
2548,0.06729378,GLUSy,nadp_c
2549,3.5301087,GLUSy,h_c
2550,0.395858,3HAD160,h2o_c
2551,1.2334889,3HAD160,h2o_c
2552,0.706243,APH140,h2o_c
2553,0.6592721,APH140,pi_c
2554,0.83807296,APH140,h_c
2555,0.05769274,EAR140x,nad_c
2556,2.8962915,EAR140x,h_c
2557,0.053822614,EAR140x,nadh_c
2558,1.5827547,NTPP8,h2o_c
2559,0.3950754,NTPP8,ump_c
2560,0.4056088,NTPP8,utp_c
2561,0.32776034,NTPP8,ppi_c
2562,1.8687948,NTPP8,h_c
2563,0.011863268,ADSK,adp_c
2564,0.011033239,ADSK,atp_c
2565,0.010749383,ADSK,paps_c
2566,0.013569365,ADSK,aps_c
2567,0.15456152,ADSK,h_c
2568,0.041405853,HG2abcpp,adp_c
2569,0.05141346,HG2abcpp,atp_c
2570,0.29169357,HG2abcpp,h2o_c
2571,0.19187124,HG2abcpp,hg2_p
2572,0.14226595,HG2abcpp,pi_c
2573,0.19187124,HG2abcpp,hg2_c
2574,0.19527107,HG2abcpp,h_c
2575,0.05769274,EAR141x,nad_c
2576,2.8962915,EAR141x,h_c
2577,0.053822614,EAR141x,nadh_c
2578,0.016195633,I2FE2SS,fadh2_c
2579,0.024782937,I2FE2SS,fad_c
2580,0.9340742,I2FE2SS,fe2_c
2581,0.94595516,I2FE2SS,h_c
2582,0.05769274,EAR80x,nad_c
2583,2.8962915,EAR80x,h_c
2584,0.053822614,EAR80x,nadh_c
2585,0.2707219,CFAS160G,amet_c
2586,0.23333888,CFAS160G,ahcys_c
2587,1.7067915,CFAS160G,h_c
2588,1.8873242,ALAR,ala__D_c
2589,1.7057923,ALAR,ala__L_c
2590,3.054391,ALAR,ala__D_c
2591,2.7727485,ALAR,ala__L_c
2592,1.0512317,MCPST,cyan_c
2593,1.7592099,MCPST,mercppyr_c
2594,1.5025641,MCPST,tcynt_c
2595,2.4672565,MCPST,pyr_c
2596,1.600982,MCPST,h_c
2597,0.2132695,DGUNC,ppi_c
2598,0.15426077,DGUNC,gtp_c
2599,0.32383353,DGUNC,ppi_c
2600,0.18654084,DGUNC,gtp_c
2601,0.16944547,DGUNC,ppi_c
2602,0.11312196,DGUNC,gtp_c
2603,0.2695581,DGUNC,ppi_c
2604,0.1126949,DGUNC,gtp_c
2605,0.28961846,DGUNC,ppi_c
2606,0.16491027,DGUNC,gtp_c
2607,0.63603127,PAPA181,h2o_c
2608,0.3156326,PAPA181,pi_c
2609,0.7086328,MLDCP2App,alaala_p
2610,0.9873749,MLDCP2App,h2o_p
2611,0.5462004,MLDCP2App,alaala_p
2612,0.96514755,MLDCP2App,h2o_p
2613,0.49808186,MLDCP2App,alaala_p
2614,1.1579163,MLDCP2App,h2o_p
2615,0.9284253,MLDCP2App,alaala_p
2616,0.55682397,MLDCP2App,h2o_p
2617,0.57345295,MLDCP2App,alaala_p
2618,0.64631855,MLDCP2App,h2o_p
2619,0.1001909,PUNP6,din_c
2620,0.3155077,PUNP6,2dr1p_c
2621,0.2795807,PUNP6,pi_c
2622,0.08770929,PUNP6,hxan_c
2623,0.011029688,DBTS,adp_c
2624,0.011797548,DBTS,atp_c
2625,0.02398941,DBTS,dann_c
