,KM [mM],RIDS,MIDS
1342,2.35809,MDDCP4pp,ala__D_p
1343,0.5267553,MDDCP4pp,h2o_p
1344,1.4351085,MDDCP4pp,ala__D_p
1345,0.25982186,MDDCP4pp,h2o_p
1346,1.1655238,MDDCP4pp,ala__D_p
1347,0.07207154,2AGPEAT141,atp_c
1348,0.088175565,2AGPEAT141,amp_c
1349,0.12525271,2AGPEAT141,ppi_c
1350,3.0620751,ECOAH8,h2o_c
1351,0.02805177,ECOAH8,od2coa_c
1352,0.030523026,ECOAH8,3hodcoa_c
1353,0.07609045,ALCD2x,nad_c
1354,1.3478458,ALCD2x,acald_c
1355,1.8174835,ALCD2x,etoh_c
1356,0.56953377,ALCD2x,h_c
1357,0.07248119,ALCD2x,nadh_c
1358,0.05116404,MCOATA,coa_c
1359,0.06279206,MCOATA,malcoa_c
1360,0.6948274,SUCBZS,h2o_c
1361,0.051261272,SUCBZS,2shchc_c
1362,0.03691224,SUCBZS,sucbz_c
1363,0.009862767,TMDK1,adp_c
1364,0.010105983,TMDK1,atp_c
1365,0.03067846,TMDK1,dtmp_c
1366,0.479712,TMDK1,h_c
1367,0.041657906,TMDK1,thymd_c
1368,0.28006497,TKT1,g3p_c
1369,0.8608281,TKT1,r5p_c
1370,0.42240843,TKT1,s7p_c
1371,0.33048055,TKT1,xu5p__D_c
1372,0.26141217,TKT1,g3p_c
1373,0.6116014,TKT1,r5p_c
1374,0.32559085,TKT1,s7p_c
1375,0.26860562,TKT1,xu5p__D_c
1376,0.07207154,AACPS6,atp_c
1377,0.088175565,AACPS6,amp_c
1378,0.024077808,AACPS6,ocdca_c
1379,0.12525271,AACPS6,ppi_c
1380,0.62122065,5DOAN,5drib_c
1381,0.6654904,5DOAN,h2o_c
1382,0.030330842,5DOAN,ade_c
1383,0.041645627,5DOAN,dad_5_c
1384,0.1331009,PUNP1,adn_c
1385,0.07555812,PUNP1,ade_c
1386,0.33728197,PUNP1,r1p_c
1387,0.2795807,PUNP1,pi_c
1388,0.2225369,ACP1p,pi_p
1389,0.019004956,ACP1p,ribflv_p
1390,0.020878935,ACP1p,fmn_p
1391,0.1396916,ACP1p,h2o_p
1392,0.2658061,R5PP,h2o_c
1393,0.49146664,R5PP,rib__D_c
1394,0.22561757,R5PP,r5p_c
1395,0.24191956,R5PP,pi_c
1396,1.793925,R5PP,h2o_c
1397,4.048712,R5PP,rib__D_c
1398,1.2158542,R5PP,r5p_c
1399,0.90636086,R5PP,pi_c
1400,0.89645714,R5PP,h2o_c
1401,1.4428045,R5PP,rib__D_c
1402,0.5153296,R5PP,r5p_c
1403,0.31760645,R5PP,pi_c
1404,0.65319943,R5PP,h2o_c
1405,0.8817173,R5PP,rib__D_c
1406,0.20518854,R5PP,r5p_c
1407,0.2460947,R5PP,pi_c
1408,0.80840945,R5PP,h2o_c
1409,1.3703779,R5PP,rib__D_c
1410,0.44354686,R5PP,r5p_c
1411,0.55767035,R5PP,pi_c
1412,1.886814,URIH,h2o_c
1413,2.3092906,URIH,rib__D_c
1414,0.3845553,URIH,ura_c
1415,0.48904607,URIH,uri_c
1416,1.2656072,URIH,h2o_c
1417,3.4067264,URIH,rib__D_c
1418,0.45571947,URIH,ura_c
1419,0.76381373,URIH,uri_c
1420,1.8789958,URIH,h2o_c
1421,4.549441,URIH,rib__D_c
1422,0.63223517,URIH,ura_c
1423,0.8731615,URIH,uri_c
1424,0.73877436,TREH,h2o_c
1425,2.387139,TREH,glc__D_c
1426,2.0557234,TREH,tre_c
1427,0.009302421,G6PDH2r,nadph_c
1428,0.21315202,G6PDH2r,6pgl_c
1429,0.019578854,G6PDH2r,nadp_c
1430,0.24287428,G6PDH2r,g6p_c
1431,1.3168651,G6PDH2r,h_c
1432,0.036162555,GTHOr,nadph_c
1433,0.21550456,GTHOr,gthrd_c
1434,0.06696232,GTHOr,nadp_c
1435,0.10948082,GTHOr,h_c
1436,0.10018232,PSCVT,3psme_c
1437,0.10395472,PSCVT,skm5p_c
1438,0.10526605,PSCVT,pep_c
1439,0.4608803,PSCVT,pi_c
1440,1.2739552,DHQTi,h2o_c
1441,0.24118234,DHQTi,3dhq_c
1442,0.22616641,DHQTi,3dhsk_c
1443,0.73940676,GF6PTA,glu__L_c
1444,0.30740157,GF6PTA,f6p_c
1445,0.5027773,GF6PTA,gln__L_c
1446,0.34767926,GF6PTA,gam6p_c
1447,0.19226153,LPLIPAL1E160pp,h_p
1448,0.024506256,LPLIPAL1E160pp,1agpe160_p
1449,0.15861045,LPLIPAL1E160pp,h2o_p
1450,0.046914227,LPLIPAL1E160pp,hdca_p
1451,0.22945446,LPLIPAL1E160pp,g3pe_p
1452,0.18140252,3SLAR,nad_c
1453,11.002005,3SLAR,h_c
1454,0.18559071,3SLAR,nadh_c
1455,0.21447909,AHGDx,S2hglut_c
1456,0.056292463,AHGDx,nad_c
1457,0.15163486,AHGDx,akg_c
1458,0.68438596,AHGDx,h_c
1459,0.039824426,AHGDx,nadh_c
1460,1.4934822,CRNCDH,h2o_c
1461,0.090753436,CRNCDH,crncoa_c
1462,0.077144824,CRNCDH,ctbtcoa_c
1463,1.0780494,ALR2x,mthgxl_c
1464,0.09716935,ALR2x,nad_c
1465,2.6556318,ALR2x,acetol_c
1466,1.8558587,ALR2x,h_c
1467,0.042850543,ALR2x,nadh_c
1468,1.4018024,2DGULRx,idon__L_c
1469,0.079680674,2DGULRx,nad_c
1470,1.0857453,2DGULRx,h_c
1471,0.052288458,2DGULRx,nadh_c
1472,2.310048,RZ5PP,h2o_c
1473,0.04054182,RZ5PP,rdmbzi_c
1474,0.03851496,RZ5PP,5prdmbz_c
1475,0.42314002,RZ5PP,pi_c
1476,1.4346455,PSD141,co2_c
1477,1.3091363,PSD141,h_c
1478,0.030535638,3OAR60,nadph_c
1479,0.043614704,3OAR60,nadp_c
1480,1.9801781,3OAR60,h_c
1481,5.3857684,FCI,fcl__L_c
1482,6.4242506,FCI,fuc__L_c
1483,0.021427957,TMDS,mlthf_c
1484,0.035323445,TMDS,dtmp_c
1485,0.039588626,TMDS,dump_c
1486,0.77472746,TYROXDApp,nh4_p
1487,0.012410321,TYROXDApp,o2_p
1488,0.0091940565,TYROXDApp,4hoxpacd_p
1489,0.37443212,TYROXDApp,h2o_p
1490,1.2121361,TYROXDApp,h2o2_p
1491,0.0318064,TYROXDApp,tym_p
1492,0.020309879,AST,coa_c
1493,0.02059299,AST,succoa_c
1494,0.10616586,AST,sucarg_c
1495,0.75709987,AST,arg__L_c
1496,0.48510286,AST,h_c
1497,0.3436691,MDDEP4pp,h2o_p
1498,0.52987796,MDDEP4pp,h2o_p
1499,0.533907,MDDEP4pp,h2o_p
1500,0.31402934,MDDEP4pp,h2o_p
1501,0.020531813,DHFR,nadph_c
1502,0.03233723,DHFR,nadp_c
1503,2.7624304,DHFR,h_c
1504,1.4346455,PSD161,co2_c
1505,1.3091363,PSD161,h_c
1506,0.2658061,F6PP,h2o_c
1507,0.20201306,F6PP,f6p_c
1508,0.45656025,F6PP,fru_c
1509,0.24191956,F6PP,pi_c
1510,1.793925,F6PP,h2o_c
1511,1.0630848,F6PP,f6p_c
1512,4.483005,F6PP,fru_c
1513,0.90636086,F6PP,pi_c
1514,0.89645714,F6PP,h2o_c
1515,0.5144345,F6PP,f6p_c
1516,2.0889688,F6PP,fru_c
1517,0.31760645,F6PP,pi_c
1518,1.7803493,F6PP,h2o_c
1519,0.48496753,F6PP,f6p_c
1520,2.3901784,F6PP,fru_c
1521,0.6227352,F6PP,pi_c
1522,0.65319943,F6PP,h2o_c
1523,0.23848693,F6PP,f6p_c
1524,1.0107284,F6PP,fru_c
1525,0.2460947,F6PP,pi_c
1526,1.4207124,NTD9,h2o_c
1527,0.13206598,NTD9,gsn_c
1528,0.47468966,NTD9,pi_c
1529,0.1592074,NTD9,gmp_c
1530,0.80840945,NTD9,h2o_c
1531,0.23203395,NTD9,gsn_c
1532,0.55767035,NTD9,pi_c
1533,0.24768546,NTD9,gmp_c
1534,0.94595516,I2FE2SR,h_c
1535,0.030535638,3OAR161,nadph_c
1536,0.043614704,3OAR161,nadp_c
1537,1.9801781,3OAR161,h_c
1538,0.02787972,EPMEACPR,nadph_c
1539,0.03933085,EPMEACPR,nadp_c
1540,2.8962915,EPMEACPR,h_c
1541,1.4720187,PLIPA2A160pp,h_p
1542,1.4922705,PLIPA2A160pp,h2o_p
1543,0.07685082,PLIPA2A160pp,hdca_p
1544,0.075475015,PLIPA2A160pp,pa160_p
1545,0.29517102,NTD1pp,pi_p
1546,0.18984802,NTD1pp,duri_p
1547,0.8963159,NTD1pp,h2o_p
1548,0.34116364,NTD1pp,dump_p
1549,0.013818066,FACOAE160,coa_c
1550,1.0371579,FACOAE160,h2o_c
1551,0.012812854,FACOAE160,hdca_c
1552,0.005874033,FACOAE160,pmtcoa_c
1553,1.0262764,FACOAE160,h_c
1554,0.090753436,CRNCAR,crncoa_c
1555,0.08611709,CRNCAR,crnDcoa_c
1556,0.07207154,AACPS4,atp_c
1557,0.088175565,AACPS4,amp_c
1558,0.12525271,AACPS4,ppi_c
1559,0.5208559,ACGAptspp,acgam_p
1560,0.11745403,ACGAptspp,pep_c
1561,0.43245682,ACGAptspp,pyr_c
1562,0.22324367,ACGAptspp,acgam6p_c
1563,0.43065074,ACGAptspp,acgam_p
1564,0.22998519,ACGAptspp,pep_c
1565,0.34424442,ACGAptspp,pyr_c
1566,0.37078154,ACGAptspp,acgam6p_c
1567,0.59047467,ACGAptspp,acgam_p
1568,0.28161547,ACGAptspp,pep_c
1569,0.8989802,ACGAptspp,pyr_c
1570,0.34048334,ACGAptspp,acgam6p_c
1571,0.8132974,ACGAptspp,acgam_p
1572,0.41103584,ACGAptspp,pep_c
1573,1.5066444,ACGAptspp,pyr_c
1574,0.21545064,ACGAptspp,acgam6p_c
1575,0.46098998,ACGAptspp,acgam_p
1576,0.12621671,ACGAptspp,pep_c
1577,0.57912767,ACGAptspp,pyr_c
1578,0.20928447,ACGAptspp,acgam6p_c
1579,0.4549041,CLPNS161pp,glyc_p
1580,0.3814218,CLPNS161pp,glyc_p
1581,0.19226153,LPLIPAL1E181pp,h_p
1582,0.0425208,LPLIPAL1E181pp,ocdcea_p
1583,0.15861045,LPLIPAL1E181pp,h2o_p
1584,0.22945446,LPLIPAL1E181pp,g3pe_p
1585,0.01655167,SHCHF,sheme_c
1586,0.016203104,SHCHF,scl_c
1587,0.46836907,SHCHF,fe2_c
1588,0.46398205,SHCHF,h_c
1589,0.055357333,PRFGS,adp_c
1590,0.050394736,PRFGS,atp_c
1591,0.85655546,PRFGS,glu__L_c
1592,1.461901,PRFGS,h2o_c
1593,1.7004699,PRFGS,h_c
1594,0.664365,PRFGS,gln__L_c
1595,0.30782965,PRFGS,pi_c
1596,0.34887683,PRFGS,fpram_c
1597,0.25545472,PRFGS,fgam_c
1598,0.29564452,RBP4E,ru5p__L_c
1599,0.29504475,RBP4E,xu5p__D_c
1600,0.36449373,RBP4E,ru5p__L_c
1601,0.3618452,RBP4E,xu5p__D_c
1602,0.30200312,RBP4E,ru5p__L_c
1603,0.3046919,RBP4E,xu5p__D_c
1604,0.072680876,PFK_2,adp_c
1605,0.061641134,PFK_2,atp_c
1606,0.10069903,PFK_2,tagdp__D_c
1607,0.22322479,PFK_2,tag6p__D_c
1608,4.7419195,PFK_2,h_c
1609,0.06868295,SHCHD2,nad_c
1610,0.018202199,SHCHD2,dscl_c
1611,0.016203104,SHCHD2,scl_c
1612,0.46398205,SHCHD2,h_c
1613,0.038763672,SHCHD2,nadh_c
1614,0.25293848,FBA,g3p_c
1615,0.27889356,FBA,dhap_c
1616,0.18354541,FBA,fdp_c
1617,0.6479036,FBA,g3p_c
1618,0.8353269,FBA,dhap_c
1619,0.54340655,FBA,fdp_c
1620,0.1285342,GUAPRT,gua_c
1621,0.13247025,GUAPRT,prpp_c
1622,0.17763509,GUAPRT,ppi_c
1623,0.20016514,GUAPRT,gmp_c
1624,1.4613277,POAACR,h2o_c
1625,0.09076029,POAACR,nad_c
1626,0.34976876,POAACR,3amac_c
1627,0.5260978,POAACR,poaac_c
1628,0.05042204,POAACR,nadh_c
1629,0.052846387,GMHEPK,adp_c
1630,0.04332277,GMHEPK,atp_c
1631,0.26166272,GMHEPK,gmhep17bp_c
1632,0.18820763,GMHEPK,gmhep7p_c
1633,0.45128128,GMHEPK,h_c
1634,1.0832969,METGLCUR,h2o_c
1635,0.47312754,METGLCUR,glcur_c
1636,1.9162905,METGLCUR,meoh_c
1637,0.6016156,AGM4PA,h2o_c
1638,0.4812914,MG2uabcpp,mg2_c
1639,0.08660561,MG2uabcpp,adp_c
1640,0.07074145,MG2uabcpp,atp_c
1641,0.4661532,MG2uabcpp,h2o_c
1642,0.4812914,MG2uabcpp,mg2_p
1643,0.3589248,MG2uabcpp,pi_c
1644,0.46200454,MG2uabcpp,h_c
1645,0.2707219,CFAS180G,amet_c
1646,0.23333888,CFAS180G,ahcys_c
1647,1.7067915,CFAS180G,h_c
1648,0.05049058,BUTCT,btcoa_c
1649,1.7883866,BUTCT,ac_c
1650,0.05166915,BUTCT,accoa_c
1651,0.913023,LCADi,h2o_c
1652,0.1026906,LCADi,nad_c
1653,0.20507455,LCADi,lac__L_c
1654,0.11234236,LCADi,lald__L_c
1655,0.94522995,LCADi,h_c
1656,0.053384487,LCADi,nadh_c
1657,0.50899374,TALA,f6p_c
1658,0.255935,TALA,g3p_c
1659,0.2532116,TALA,e4p_c
1660,0.21180569,TALA,s7p_c
1661,0.36530942,TALA,f6p_c
1662,0.20573246,TALA,g3p_c
1663,0.1862884,TALA,e4p_c
1664,0.14109705,TALA,s7p_c
1665,0.058828045,RNDR1b,adp_c
1666,0.82968515,RNDR1b,h2o_c
1667,0.05240981,RNDR1b,dadp_c
1668,0.054608617,RNDR1b,adp_c
1669,0.9346292,RNDR1b,h2o_c
1670,0.05852419,RNDR1b,dadp_c
1671,0.6410905,SFGTHi,h2o_c
1672,0.22450861,SFGTHi,gthrd_c
1673,0.44546932,SFGTHi,for_c
1674,0.63520676,SFGTHi,h_c
1675,0.91944164,SFGTHi,h2o_c
1676,0.31919554,SFGTHi,gthrd_c
1677,0.50827897,SFGTHi,for_c
1678,0.9976885,SFGTHi,h_c
1679,0.063747026,RNDR1,adp_c
1680,1.8369856,RNDR1,h2o_c
1681,0.057504643,RNDR1,dadp_c
1682,0.045824993,RNDR1,adp_c
1683,0.60953677,RNDR1,h2o_c
1684,0.045774594,RNDR1,dadp_c
1685,0.12702642,RNDR1,adp_c
1686,1.6906295,RNDR1,h2o_c
1687,0.08072968,RNDR1,dadp_c
1688,1.3795668,CPH4S,h2o_c
1689,0.13817073,CPH4S,pppi_c
1690,0.052480564,CPH4S,cph4_c
1691,1.0334613,CPH4S,acald_c
1692,1.50294,CPH4S,h_c
1693,0.01580647,DHORD2,q8_c
1694,0.017649468,DHORD2,q8h2_c
1695,0.24552907,DHORD2,dhor__S_c
1696,0.2134048,DHORD2,orot_c
1697,0.89645714,G3PT,h2o_c
1698,0.50772107,G3PT,glyc3p_c
1699,1.6387612,G3PT,glyc_c
1700,0.31760645,G3PT,pi_c
1701,0.80840945,G3PT,h2o_c
1702,0.4009939,G3PT,glyc3p_c
1703,1.4743841,G3PT,glyc_c
1704,0.55767035,G3PT,pi_c
1705,0.041707642,3OXCOAT,coa_c
1706,0.04497916,3OXCOAT,succoa_c
1707,0.06318082,3OXCOAT,accoa_c
1708,0.053103443,3OXCOAT,oxadpcoa_c
1709,0.17101364,CHOLID,nad_c
1710,0.2763779,CHOLID,cholate_c
1711,5.798614,CHOLID,h_c
1712,0.088725306,CHOLID,nadh_c
1713,1.886814,XTSNH,h2o_c
1714,0.05835606,XTSNH,xan_c
1715,0.28913534,XTSNH,xtsn_c
1716,2.3092906,XTSNH,rib__D_c
1717,0.041405853,COBALT2abcpp,adp_c
1718,0.05141346,COBALT2abcpp,atp_c
1719,0.29169357,COBALT2abcpp,h2o_c
1720,0.20044737,COBALT2abcpp,cobalt2_c
1721,0.20044737,COBALT2abcpp,cobalt2_p
1722,0.14226595,COBALT2abcpp,pi_c
1723,0.19527107,COBALT2abcpp,h_c
1724,0.5730704,GLUDy,glu__L_c
1725,2.7762022,GLUDy,h2o_c
1726,0.01882254,GLUDy,nadph_c
1727,0.1675097,GLUDy,akg_c
1728,5.637478,GLUDy,nh4_c
1729,0.06729378,GLUDy,nadp_c
1730,3.5301087,GLUDy,h_c
1731,2.4211984,GLUDy,glu__L_c
1732,5.2798357,GLUDy,h2o_c
1733,0.038307615,GLUDy,nadph_c
1734,0.6333789,GLUDy,akg_c
1735,11.490958,GLUDy,nh4_c
1736,0.053173035,GLUDy,nadp_c
1737,6.9014344,GLUDy,h_c
1738,1.0933276,NTPP11,h2o_c
1739,0.16914368,NTPP11,xtp_c
1740,0.3701658,NTPP11,ppi_c
1741,1.1971525,NTPP11,h_c
1742,0.23252212,NTPP11,xmp_c
1743,0.013818066,FACOAE141,coa_c
1744,1.0371579,FACOAE141,h2o_c
1745,1.0262764,FACOAE141,h_c
1746,0.07207154,2AGPEAT160,atp_c
1747,0.088175565,2AGPEAT160,amp_c
1748,0.022550823,2AGPEAT160,hdca_c
1749,0.013016986,2AGPEAT160,pe160_c
1750,0.12525271,2AGPEAT160,ppi_c
1751,0.013097333,2AGPEAT160,2agpe160_c
1752,2.1376925,NTP3pp,h_p
1753,0.9271204,NTP3pp,pi_p
1754,1.9432323,NTP3pp,h2o_p
1755,0.40531644,NTP3pp,gdp_p
1756,0.38782126,NTP3pp,gtp_p
1757,2.2266278,LKDRA,lald__L_c
1758,0.63284063,LKDRA,pyr_c
1759,0.02787972,EAR100y,nadph_c
1760,0.03933085,EAR100y,nadp_c
1761,2.8962915,EAR100y,h_c
1762,0.72530895,PGI,f6p_c
1763,0.6817611,PGI,g6p_c
1764,0.013818066,FACOAE181,coa_c
1765,1.0371579,FACOAE181,h2o_c
1766,0.012065478,FACOAE181,ocdcea_c
1767,1.0262764,FACOAE181,h_c
1768,0.027288323,ACACT8r,coa_c
1769,0.04231188,ACACT8r,accoa_c
1770,0.025262576,ACACT8r,3ohodcoa_c
1771,0.026234323,ACACT8r,pmtcoa_c
1772,0.036492914,ACACT8r,coa_c
1773,0.0464266,ACACT8r,accoa_c
1774,0.026206275,ACACT8r,3ohodcoa_c
1775,0.027479598,ACACT8r,pmtcoa_c
1776,0.4549041,CLPNS141pp,glyc_p
1777,0.3814218,CLPNS141pp,glyc_p
1778,1.7503967,LACZ,h2o_c
1779,2.9716792,LACZ,glc__D_c
1780,2.4942768,LACZ,gal_c
1781,0.27886575,LACZ,lcts_c
1782,2.4845827,GSPMDA,h2o_c
1783,0.40443826,GSPMDA,gthrd_c
1784,0.22048132,GSPMDA,gtspmd_c
1785,0.45218703,GSPMDA,spmd_c
1786,0.07125118,PAPA180pp,pa180_p
1787,0.3156326,PAPA180pp,pi_p
1788,0.63603127,PAPA180pp,h2o_p
1789,1.4720187,PLIPA2E120pp,h_p
1790,1.4922705,PLIPA2E120pp,h2o_p
1791,0.07771813,PLIPA2E120pp,1agpe120_p
1792,0.03939807,ACOATA,coa_c
1793,0.054391194,ACOATA,accoa_c
1794,0.07125118,PAPA140,pa140_c
1795,0.63603127,PAPA140,h2o_c
1796,0.3156326,PAPA140,pi_c
1797,1.8666903,TRE6PH,h2o_c
1798,4.3614736,TRE6PH,glc__D_c
1799,1.095727,TRE6PH,tre6p_c
1800,1.0433437,TRE6PH,g6p_c
1801,0.4549041,CLPNS181pp,glyc_p
1802,0.3814218,CLPNS181pp,glyc_p
1803,0.7086328,MLDCP1App,alaala_p
1804,0.9873749,MLDCP1App,h2o_p
1805,0.5462004,MLDCP1App,alaala_p
1806,0.96514755,MLDCP1App,h2o_p
1807,0.49808186,MLDCP1App,alaala_p
1808,1.1579163,MLDCP1App,h2o_p
1809,0.9284253,MLDCP1App,alaala_p
1810,0.55682397,MLDCP1App,h2o_p
1811,0.57345295,MLDCP1App,alaala_p
1812,0.64631855,MLDCP1App,h2o_p
1813,0.051175572,AACPS9,octa_c
1814,0.07207154,AACPS9,atp_c
1815,0.088175565,AACPS9,amp_c
1816,0.12525271,AACPS9,ppi_c
1817,0.0909024,AAMYLpp,malthx_p
1818,0.37129727,ALDD3y,h2o_c
1819,0.024120197,ALDD3y,nadph_c
1820,0.23754747,ALDD3y,ppal_c
1821,0.04947035,ALDD3y,nadp_c
1822,0.25934103,ALDD3y,h_c
1823,0.21350576,ASCBptspp,ascb6p_c
1824,0.22998519,ASCBptspp,pep_c
1825,0.34424442,ASCBptspp,pyr_c
1826,0.26497537,ASCBptspp,ascb__L_p
1827,0.3322675,ASCBptspp,ascb6p_c
1828,0.41103584,ASCBptspp,pep_c
1829,1.5066444,ASCBptspp,pyr_c
1830,0.25663918,ASCBptspp,ascb__L_p
1831,0.32274467,ASCBptspp,ascb6p_c
1832,0.32841423,ASCBptspp,pep_c
1833,1.2119625,ASCBptspp,pyr_c
1834,0.5083092,ASCBptspp,ascb__L_p
1835,0.18107565,ASCBptspp,ascb6p_c
1836,0.17668079,ASCBptspp,pep_c
1837,0.7265621,ASCBptspp,pyr_c
1838,0.5350055,ASCBptspp,ascb__L_p
1839,0.3436691,MDDCP3pp,h2o_p
1840,0.74561614,MDDCP3pp,ala__D_p
1841,0.9530668,MDDCP3pp,h2o_p
1842,2.35809,MDDCP3pp,ala__D_p
1843,0.5267553,MDDCP3pp,h2o_p
1844,1.4351085,MDDCP3pp,ala__D_p
1845,0.25982186,MDDCP3pp,h2o_p
1846,1.1655238,MDDCP3pp,ala__D_p
1847,3.8199806,TRPS2,h2o_c
1848,1.6007761,TRPS2,ser__L_c
1849,0.1510576,TRPS2,indole_c
1850,0.12889072,TRPS2,trp__L_c
1851,1.3667953,TRPS2,h2o_c
1852,1.2160032,TRPS2,ser__L_c
1853,0.06286855,TRPS2,indole_c
1854,0.099370256,TRPS2,trp__L_c
1855,0.3436691,MDDEP3pp,h2o_p
1856,0.52987796,MDDEP3pp,h2o_p
1857,0.533907,MDDEP3pp,h2o_p
1858,0.31402934,MDDEP3pp,h2o_p
1859,0.027288323,ACACT1r,coa_c
1860,0.04231188,ACACT1r,accoa_c
1861,0.03824718,ACACT1r,aacoa_c
1862,0.036492914,ACACT1r,coa_c
1863,0.0464266,ACACT1r,accoa_c
1864,0.041002143,ACACT1r,aacoa_c
1865,0.04830485,ACACT1r,coa_c
1866,0.072099015,ACACT1r,accoa_c
1867,0.07585938,ACACT1r,aacoa_c
1868,0.19226153,LPLIPAL1A140pp,h_p
1869,0.027288571,LPLIPAL1A140pp,1tdecg3p_p
1870,0.15861045,LPLIPAL1A140pp,h2o_p
1871,0.24858019,LPLIPAL1A140pp,glyc3p_p
1872,0.09424223,RBK,adp_c
1873,0.07715736,RBK,atp_c
1874,0.41827163,RBK,rib__D_c
1875,0.31840378,RBK,r5p_c
1876,0.37666947,RBK,h_c
1877,0.054840155,PGPP140pp,pg140_p
1878,0.3156326,PGPP140pp,pi_p
1879,0.63603127,PGPP140pp,h2o_p
1880,1.4346455,PSD140,co2_c
1881,1.3091363,PSD140,h_c
1882,0.024388747,FORCT,oxalcoa_c
1883,1.8305844,FORCT,for_c
1884,0.022576986,FORCT,forcoa_c
1885,0.42728218,FORCT,oxa_c
1886,0.039213233,PRPPS,atp_c
1887,0.051430583,PRPPS,amp_c
1888,0.24158965,PRPPS,r5p_c
1889,0.121981256,PRPPS,prpp_c
1890,0.22217014,PRPPS,h_c
1891,0.03602796,ANPRT,pran_c
1892,0.2650053,ANPRT,prpp_c
1893,0.29247475,ANPRT,ppi_c
1894,0.04042088,ANPRT,anth_c
1895,0.06004783,DHBD,nadh_c
1896,0.069689535,DHBD,nad_c
1897,0.16993171,DHBD,23dhb_c
1898,1.437639,DHBD,h_c
1899,0.63603127,PAPA141,h2o_c
1900,0.3156326,PAPA141,pi_c
1901,0.04582225,DKGLCNR1,nadph_c
1902,0.31742758,DKGLCNR1,25dkglcn_c
1903,0.12785129,DKGLCNR1,nadp_c
1904,3.3365412,DKGLCNR1,h_c
1905,0.029861933,DKGLCNR1,nadph_c
1906,0.6562977,DKGLCNR1,25dkglcn_c
1907,0.059202682,DKGLCNR1,nadp_c
1908,3.0870957,DKGLCNR1,h_c
1909,0.20493151,GMPS,atp_c
1910,0.23269105,GMPS,amp_c
1911,3.3441672,GMPS,nh4_c
1912,0.5366248,GMPS,ppi_c
1913,0.20003267,GMPS,gmp_c
1914,1.7799317,GMPS,h_c
1915,0.19233735,GMPS,xmp_c
1916,0.036774237,NDPK6,adp_c
1917,0.028196003,NDPK6,atp_c
1918,0.3156326,PGPP180pp,pi_p
1919,0.63603127,PGPP180pp,h2o_p
1920,0.054840155,PGPP160,pg160_c
1921,0.63603127,PGPP160,h2o_c
1922,0.3156326,PGPP160,pi_c
1923,1.4720187,PLIPA2A180pp,h_p
1924,0.07651522,PLIPA2A180pp,ocdca_p
1925,0.075475015,PLIPA2A180pp,pa180_p
1926,0.07494154,PLIPA2A180pp,1odecg3p_p
1927,1.4922705,PLIPA2A180pp,h2o_p
1928,0.028187878,CRNCBCT,crncoa_c
1929,1.0857383,CRNCBCT,crn_c
1930,0.69260323,CRNCBCT,ctbt_c
1931,0.025128849,CRNCBCT,ctbtcoa_c
1932,0.07207154,2AGPEAT181,atp_c
1933,0.020722693,2AGPEAT181,ocdcea_c
1934,0.088175565,2AGPEAT181,amp_c
1935,0.12525271,2AGPEAT181,ppi_c
1936,0.08429744,ALAALAr,adp_c
1937,0.068058975,ALAALAr,atp_c
1938,0.74509674,ALAALAr,ala__D_c
1939,0.4228727,ALAALAr,alaala_c
1940,0.44622588,ALAALAr,pi_c
1941,1.1398689,ALAALAr,h_c
1942,0.04093841,CTECOAI6,td2coa_c
1943,0.706243,APH180,h2o_c
1944,0.120584585,APH180,ocdca_c
1945,0.6592721,APH180,pi_c
1946,0.83807296,APH180,h_c
1947,0.030535638,3OAR121,nadph_c
1948,0.043614704,3OAR121,nadp_c
1949,1.9801781,3OAR121,h_c
1950,0.036774237,NDPK5,adp_c
1951,0.028196003,NDPK5,atp_c
1952,0.04865691,NDPK5,dgdp_c
1953,0.050329737,NDPK5,dgtp_c
1954,1.4720187,PLIPA2A181pp,h_p
1955,0.07939938,PLIPA2A181pp,ocdcea_p
1956,1.4922705,PLIPA2A181pp,h2o_p
1957,0.2225369,3NTD9pp,pi_p
1958,0.13187031,3NTD9pp,3gmp_p
1959,0.10925747,3NTD9pp,gsn_p
1960,0.1396916,3NTD9pp,h2o_p
1961,1.9135039,E4PD,h2o_c
1962,0.059068102,E4PD,nad_c
1963,0.111967504,E4PD,4per_c
1964,0.18500811,E4PD,e4p_c
1965,2.1304176,E4PD,h_c
1966,0.03405243,E4PD,nadh_c
1967,13.203728,E4PD,h2o_c
1968,0.1378994,E4PD,nad_c
1969,0.21255063,E4PD,4per_c
1970,0.36466587,E4PD,e4p_c
1971,13.77736,E4PD,h_c
1972,0.06251677,E4PD,nadh_c
1973,0.05119725,ACANTHAT,coa_c
1974,0.07605067,ACANTHAT,accoa_c
1975,0.084911756,ACANTHAT,anth_c
1976,0.07180595,ACANTHAT,acanth_c
1977,1.4720187,PLIPA2G160pp,h_p
1978,0.06636272,PLIPA2G160pp,1agpg160_p
1979,0.06611723,PLIPA2G160pp,pg160_p
1980,1.4922705,PLIPA2G160pp,h2o_p
1981,0.07685082,PLIPA2G160pp,hdca_p
1982,0.13971,3OAS80,co2_c
1983,0.25239566,3OAS80,h_c
1984,0.5848023,3OAS80,co2_c
1985,1.7360464,3OAS80,h_c
1986,0.018935021,LSERDHr,nadph_c
1987,1.1409698,LSERDHr,ser__L_c
